attribute_0,avg_marks,min_marks,max_marks,surrounding_environment,level_of_comfortable_zone_for_student,university_contribution_in_paper_setting,stud_contribution_in_fighting_for_exam,stud_teacher_contribution_in_learning,gender,location,pg_sem_2,pg_sem_3,travel_time,study_hours,classattentiveness,extratutions,teachinglearninggap,examenvironment,ownstudynotes,time_on_socialmedia,use_online_course,familymotivation,expertmotivation,friendsmotivation,health_issues,inappropriate_yllabus,family_responsiblities,festival_holidays,financial_status,incentive_programs,exam_stress,overall_pg_performance,pg_sem_4_10_classes,pg_class_coded,pg_class_coded_cat
2843.0,68.85185185,46.13888889,59.13888889,3.0,6.0,3.0,2.0,3.0,2.0,2.0,66.27888889,69.70888889,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2844.0,68.86666667,46.15,59.15,3.0,6.0,3.0,2.0,3.0,2.0,2.0,66.29,69.72,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2845.0,74.66666667,50.5,63.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.64,74.07,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2846.0,69.77777778,46.83333333,59.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,66.97333333,70.40333333,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2847.0,69.6,46.7,59.7,3.0,6.0,3.0,2.0,3.0,2.0,2.0,66.84,70.27,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2848.0,74.0,50.0,63.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.14,73.57,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2849.0,71.66666667,48.25,61.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,68.39,71.82,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2
2850.0,87.11111111,65.5,66.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,72.69,68.21666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2851.0,87.15873016,65.53571429,66.86904762,3.0,6.0,3.0,2.0,3.0,2.0,2.0,72.72571429,68.25238095,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2852.0,93.91111111,70.6,71.93333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.79,73.31666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2853.0,94.44444444,71.0,72.33333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.19,73.71666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2854.0,95.11111111,71.5,72.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.69,74.21666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2855.0,95.33333333,71.66666667,73.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.85666667,74.38333333,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2856.0,95.18518519,71.55555556,72.88888889,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.74555556,74.27222222,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2857.0,96.11111111,72.25,73.58333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.44,74.96666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2858.0,101.4444444,76.25,77.58333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,83.44,78.96666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2859.0,96.11111111,72.25,73.58333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.44,74.96666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2860.0,95.92063492,72.10714286,73.44047619,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.29714286,74.82380952,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2861.0,95.96296296,72.13888889,73.47222222,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.32888889,74.85555556,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2862.0,95.97777778,72.15,73.48333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.34,74.86666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2863.0,101.7777778,76.5,77.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,83.69,79.21666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2864.0,96.88888889,72.83333333,74.16666667,3.0,6.0,3.0,2.0,3.0,2.0,2.0,80.02333333,75.55,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2865.0,96.71111111,72.7,74.03333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.89,75.41666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2866.0,101.1111111,76.0,77.33333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,83.19,78.71666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2867.0,98.77777778,74.25,75.58333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,81.44,76.96666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2868.0,78.5,56.0,60.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,71.0,72.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2869.0,78.54761905,56.03571429,60.53571429,3.0,6.0,3.0,2.0,3.0,2.0,2.0,71.03571429,72.03571429,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2870.0,85.3,61.1,65.6,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.1,77.1,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2871.0,85.83333333,61.5,66.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.5,77.5,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2872.0,86.5,62.0,66.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.0,78.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2873.0,86.72222222,62.16666667,66.66666667,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.16666667,78.16666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2874.0,86.57407407,62.05555556,66.55555556,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.05555556,78.05555556,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2875.0,87.5,62.75,67.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.75,78.75,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2876.0,92.83333333,66.75,71.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,81.75,82.75,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,3
2877.0,87.5,62.75,67.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.75,78.75,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2878.0,87.30952381,62.60714286,67.10714286,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.60714286,78.60714286,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2879.0,87.35185185,62.63888889,67.13888889,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.63888889,78.63888889,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2880.0,87.36666667,62.65,67.15,3.0,6.0,3.0,2.0,3.0,2.0,2.0,77.65,78.65,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2881.0,93.16666667,67.0,71.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,82.0,83.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,3
2882.0,88.27777778,63.33333333,67.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.33333333,79.33333333,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2883.0,88.1,63.2,67.7,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.2,79.2,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2884.0,92.5,66.5,71.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,81.5,82.5,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,3
2885.0,90.16666667,64.75,69.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,79.75,80.75,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
2886.0,92.0,67.5,70.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.5,65.07,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2887.0,92.04761905,67.53571429,70.53571429,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.53571429,65.10571429,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2888.0,98.8,72.6,75.6,3.0,6.0,3.0,2.0,3.0,2.0,2.0,74.6,70.17,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2889.0,99.33333333,73.0,76.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,75.0,70.57,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2890.0,100.0,73.5,76.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,75.5,71.07,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2891.0,100.2222222,73.66666667,76.66666667,3.0,6.0,3.0,2.0,3.0,2.0,2.0,75.66666667,71.23666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2892.0,100.0740741,73.55555556,76.55555556,3.0,6.0,3.0,2.0,3.0,2.0,2.0,75.55555556,71.12555556,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1
2893.0,101.0,74.25,77.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.25,71.82,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2894.0,106.3333333,78.25,81.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,80.25,75.82,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2895.0,101.0,74.25,77.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.25,71.82,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2896.0,100.8095238,74.10714286,77.10714286,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.10714286,71.67714286,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2897.0,100.8518519,74.13888889,77.13888889,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.13888889,71.70888889,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2898.0,100.8666667,74.15,77.15,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.15,71.72,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2899.0,106.6666667,78.5,81.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,80.5,76.07,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2900.0,101.7777778,74.83333333,77.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.83333333,72.40333333,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2901.0,101.6,74.7,77.7,3.0,6.0,3.0,2.0,3.0,2.0,2.0,76.7,72.27,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2902.0,106.0,78.0,81.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,80.0,75.57,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2903.0,103.6666667,76.25,79.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,78.25,73.82,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,2
2904.0,63.33333333,40.5,50.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,63.93,59.93,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,1
2905.0,63.38095238,40.53571429,50.53571429,3.0,6.0,3.0,2.0,3.0,2.0,2.0,63.96571429,59.96571429,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,1
2906.0,70.13333333,45.6,55.6,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.03,65.03,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,1
2907.0,70.66666667,46.0,56.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.43,65.43,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2908.0,71.33333333,46.5,56.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.93,65.93,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2909.0,71.55555556,46.66666667,56.66666667,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.09666667,66.09666667,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2910.0,71.40740741,46.55555556,56.55555556,3.0,6.0,3.0,2.0,3.0,2.0,2.0,69.98555556,65.98555556,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2911.0,72.33333333,47.25,57.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.68,66.68,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2912.0,77.66666667,51.25,61.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,74.68,70.68,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2913.0,72.33333333,47.25,57.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.68,66.68,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2914.0,72.14285714,47.10714286,57.10714286,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.53714286,66.53714286,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2915.0,72.18518519,47.13888889,57.13888889,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.56888889,66.56888889,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2916.0,72.2,47.15,57.15,3.0,6.0,3.0,2.0,3.0,2.0,2.0,70.58,66.58,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2917.0,78.0,51.5,61.5,3.0,6.0,3.0,2.0,3.0,2.0,2.0,74.93,70.93,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2918.0,73.11111111,47.83333333,57.83333333,3.0,6.0,3.0,2.0,3.0,2.0,2.0,71.26333333,67.26333333,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2919.0,72.93333333,47.7,57.7,3.0,6.0,3.0,2.0,3.0,2.0,2.0,71.13,67.13,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2920.0,77.33333333,51.0,61.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,74.43,70.43,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2921.0,75.0,49.25,59.25,3.0,6.0,3.0,2.0,3.0,2.0,2.0,72.68,68.68,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,2
2922.0,76.0,55.5,59.5,6.0,3.0,2.0,2.0,2.0,2.0,2.0,57.79,63.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2923.0,76.04761905,55.53571429,59.53571429,6.0,3.0,2.0,2.0,2.0,2.0,2.0,57.82571429,63.53571429,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2924.0,82.8,60.6,64.6,6.0,3.0,2.0,2.0,2.0,2.0,2.0,62.89,68.6,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2925.0,83.33333333,61.0,65.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,63.29,69.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,6.0,2
2926.0,84.0,61.5,65.5,6.0,3.0,2.0,2.0,2.0,2.0,2.0,63.79,69.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2927.0,84.22222222,61.66666667,65.66666667,6.0,3.0,2.0,2.0,2.0,2.0,2.0,63.95666667,69.66666667,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2928.0,84.07407407,61.55555556,65.55555556,6.0,3.0,2.0,2.0,2.0,2.0,2.0,63.84555556,69.55555556,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2929.0,85.0,62.25,66.25,6.0,3.0,2.0,2.0,2.0,2.0,2.0,64.54,70.25,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2930.0,90.33333333,66.25,70.25,6.0,3.0,2.0,2.0,2.0,2.0,2.0,68.54,74.25,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2931.0,85.0,62.25,66.25,6.0,3.0,2.0,2.0,2.0,2.0,2.0,64.54,70.25,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2932.0,85.0,62.25,66.25,6.0,3.0,2.0,2.0,2.0,2.0,2.0,64.54,70.25,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2933.0,84.80952381,62.10714286,66.10714286,6.0,3.0,2.0,2.0,2.0,2.0,2.0,64.39714286,70.10714286,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
2934.0,84.85185185,62.13888889,66.13888889,6.0,3.0,2.0,2.0,2.0,2.0,2.0,64.42888889,70.13888889,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,7.0,3
